,minimum_sample_split,n_estimators,minimum_sample_leaf,minimum_impurity_decrease,training_accuracy,testing_accuracy,accuracy_differences
3302,5,42,0.01,0.1,0.8197674418604651,0.8217391304347826,0.0019716885743175094
3303,5,42,0.060000000000000005,0.0,0.8546511627906976,0.8695652173913043,0.014914054600606685
3304,5,42,0.060000000000000005,0.05,0.8343023255813954,0.8260869565217391,0.008215369059656252
3305,5,42,0.060000000000000005,0.1,0.8357558139534884,0.8347826086956521,0.0009732052578362849
3306,5,42,0.11,0.0,0.8444767441860465,0.8652173913043478,0.02074064711830137
3307,5,42,0.11,0.05,0.8372093023255814,0.8521739130434782,0.014964610717896787
3308,5,42,0.11,0.1,0.8357558139534884,0.8347826086956521,0.0009732052578362849
3309,5,42,0.16000000000000003,0.0,0.8081395348837209,0.8130434782608695,0.004903943377148612
3310,5,42,0.16000000000000003,0.05,0.8197674418604651,0.8217391304347826,0.0019716885743175094
3311,5,42,0.16000000000000003,0.1,0.8343023255813954,0.8391304347826087,0.004828109201213349
3312,5,42,0.21000000000000002,0.0,0.8430232558139535,0.8347826086956521,0.008240647118301414
3313,5,42,0.21000000000000002,0.05,0.811046511627907,0.8217391304347826,0.010692618806875664
3314,5,42,0.21000000000000002,0.1,0.8299418604651163,0.8565217391304348,0.026579878665318524
3315,5,42,0.26,0.0,0.813953488372093,0.8304347826086956,0.016481294236602606
3316,5,42,0.26,0.05,0.8299418604651163,0.8391304347826087,0.009188574317492426
3317,5,42,0.26,0.1,0.8372093023255814,0.8521739130434782,0.014964610717896787
3318,5,42,0.31000000000000005,0.0,0.7543604651162791,0.7739130434782608,0.019552578361981765
3319,5,42,0.31000000000000005,0.05,0.7296511627906976,0.7782608695652173,0.0486097067745197
3320,5,42,0.31000000000000005,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3321,5,42,0.36000000000000004,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3322,5,42,0.36000000000000004,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3323,5,42,0.36000000000000004,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3324,5,42,0.41000000000000003,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3325,5,42,0.41000000000000003,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3326,5,42,0.41000000000000003,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3327,5,42,0.46,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3328,5,42,0.46,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3329,5,42,0.46,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3330,5,42,0.51,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3331,5,42,0.51,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3332,5,42,0.51,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3333,5,42,0.56,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3334,5,42,0.56,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3335,5,42,0.56,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3336,5,42,0.6100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3337,5,42,0.6100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3338,5,42,0.6100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3339,5,42,0.66,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3340,5,42,0.66,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3341,5,42,0.66,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3342,5,42,0.7100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3343,5,42,0.7100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3344,5,42,0.7100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3345,5,42,0.76,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3346,5,42,0.76,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3347,5,42,0.76,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3348,5,42,0.81,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3349,5,42,0.81,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3350,5,42,0.81,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3351,5,42,0.8600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3352,5,42,0.8600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3353,5,42,0.8600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3354,5,42,0.91,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3355,5,42,0.91,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3356,5,42,0.91,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3357,5,42,0.9600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3358,5,42,0.9600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3359,5,42,0.9600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3360,7,42,0.01,0.0,0.8924418604651163,0.8869565217391304,0.005485338725985889
3361,7,42,0.01,0.05,0.8125,0.8260869565217391,0.013586956521739135
3362,7,42,0.01,0.1,0.8125,0.8391304347826087,0.026630434782608736
3363,7,42,0.060000000000000005,0.0,0.8473837209302325,0.8695652173913043,0.022181496461071815
3364,7,42,0.060000000000000005,0.05,0.811046511627907,0.8217391304347826,0.010692618806875664
3365,7,42,0.060000000000000005,0.1,0.8226744186046512,0.8347826086956521,0.012108190091000948
3366,7,42,0.11,0.0,0.8430232558139535,0.8478260869565217,0.004802831142568187
3367,7,42,0.11,0.05,0.8299418604651163,0.8478260869565217,0.01788422649140542
3368,7,42,0.11,0.1,0.8328488372093024,0.8434782608695652,0.010629423660262871
3369,7,42,0.16000000000000003,0.0,0.8430232558139535,0.8347826086956521,0.008240647118301414
3370,7,42,0.16000000000000003,0.05,0.8328488372093024,0.8347826086956521,0.0019337714863497668
3371,7,42,0.16000000000000003,0.1,0.8125,0.8260869565217391,0.013586956521739135
3372,7,42,0.21000000000000002,0.0,0.8372093023255814,0.8521739130434782,0.014964610717896787
3373,7,42,0.21000000000000002,0.05,0.8372093023255814,0.8521739130434782,0.014964610717896787
3374,7,42,0.21000000000000002,0.1,0.811046511627907,0.8217391304347826,0.010692618806875664
3375,7,42,0.26,0.0,0.811046511627907,0.8217391304347826,0.010692618806875664
3376,7,42,0.26,0.05,0.8459302325581395,0.8521739130434782,0.006243680485338743
3377,7,42,0.26,0.1,0.8313953488372093,0.8391304347826087,0.0077350859453994
3378,7,42,0.31000000000000005,0.0,0.8023255813953488,0.8130434782608695,0.010717896865520715
3379,7,42,0.31000000000000005,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3380,7,42,0.31000000000000005,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3381,7,42,0.36000000000000004,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3382,7,42,0.36000000000000004,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3383,7,42,0.36000000000000004,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3384,7,42,0.41000000000000003,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3385,7,42,0.41000000000000003,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3386,7,42,0.41000000000000003,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3387,7,42,0.46,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3388,7,42,0.46,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3389,7,42,0.46,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3390,7,42,0.51,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3391,7,42,0.51,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3392,7,42,0.51,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3393,7,42,0.56,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3394,7,42,0.56,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3395,7,42,0.56,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3396,7,42,0.6100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3397,7,42,0.6100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3398,7,42,0.6100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3399,7,42,0.66,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3400,7,42,0.66,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3401,7,42,0.66,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3402,7,42,0.7100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3403,7,42,0.7100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3404,7,42,0.7100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3405,7,42,0.76,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3406,7,42,0.76,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3407,7,42,0.76,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3408,7,42,0.81,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3409,7,42,0.81,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3410,7,42,0.81,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3411,7,42,0.8600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3412,7,42,0.8600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3413,7,42,0.8600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3414,7,42,0.91,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3415,7,42,0.91,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3416,7,42,0.91,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3417,7,42,0.9600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3418,7,42,0.9600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3419,7,42,0.9600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3420,9,42,0.01,0.0,0.9011627906976745,0.8826086956521739,0.01855409504550054
3421,9,42,0.01,0.05,0.8313953488372093,0.8347826086956521,0.0033872598584427926
3422,9,42,0.01,0.1,0.8299418604651163,0.8260869565217391,0.003854903943377175
3423,9,42,0.060000000000000005,0.0,0.8561046511627907,0.8608695652173913,0.004764914054600666
3424,9,42,0.060000000000000005,0.05,0.8386627906976745,0.8521739130434782,0.013511122345803761
3425,9,42,0.060000000000000005,0.1,0.8357558139534884,0.8347826086956521,0.0009732052578362849
3426,9,42,0.11,0.0,0.8415697674418605,0.8652173913043478,0.02364762386248731
3427,9,42,0.11,0.05,0.8343023255813954,0.8434782608695652,0.009175935288169845
3428,9,42,0.11,0.1,0.8299418604651163,0.8434782608695652,0.013536400404448923
3429,9,42,0.16000000000000003,0.0,0.8386627906976745,0.8434782608695652,0.004815470171890768
3430,9,42,0.16000000000000003,0.05,0.8313953488372093,0.8391304347826087,0.0077350859453994
3431,9,42,0.16000000000000003,0.1,0.8372093023255814,0.8521739130434782,0.014964610717896787
3432,9,42,0.21000000000000002,0.0,0.8357558139534884,0.8478260869565217,0.012070273003033316
3433,9,42,0.21000000000000002,0.05,0.8372093023255814,0.8521739130434782,0.014964610717896787
3434,9,42,0.21000000000000002,0.1,0.8226744186046512,0.8217391304347826,0.0009352881698685422
3435,9,42,0.26,0.0,0.8343023255813954,0.8565217391304348,0.022219413549039446
3436,9,42,0.26,0.05,0.8125,0.8260869565217391,0.013586956521739135
3437,9,42,0.26,0.1,0.8299418604651163,0.8391304347826087,0.009188574317492426
3438,9,42,0.31000000000000005,0.0,0.7369186046511628,0.8043478260869565,0.06742922143579377
3439,9,42,0.31000000000000005,0.05,0.8066860465116279,0.8173913043478261,0.010705257836198245
3440,9,42,0.31000000000000005,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3441,9,42,0.36000000000000004,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3442,9,42,0.36000000000000004,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3443,9,42,0.36000000000000004,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3444,9,42,0.41000000000000003,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3445,9,42,0.41000000000000003,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3446,9,42,0.41000000000000003,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3447,9,42,0.46,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3448,9,42,0.46,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3449,9,42,0.46,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3450,9,42,0.51,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3451,9,42,0.51,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3452,9,42,0.51,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3453,9,42,0.56,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3454,9,42,0.56,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3455,9,42,0.56,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3456,9,42,0.6100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3457,9,42,0.6100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3458,9,42,0.6100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3459,9,42,0.66,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3460,9,42,0.66,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3461,9,42,0.66,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3462,9,42,0.7100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3463,9,42,0.7100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3464,9,42,0.7100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3465,9,42,0.76,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3466,9,42,0.76,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3467,9,42,0.76,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3468,9,42,0.81,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3469,9,42,0.81,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3470,9,42,0.81,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3471,9,42,0.8600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3472,9,42,0.8600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3473,9,42,0.8600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3474,9,42,0.91,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3475,9,42,0.91,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3476,9,42,0.91,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3477,9,42,0.9600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3478,9,42,0.9600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3479,9,42,0.9600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3480,11,42,0.01,0.0,0.8895348837209303,0.8826086956521739,0.006926188068756334
3481,11,42,0.01,0.05,0.8372093023255814,0.8434782608695652,0.006268958543983794
3482,11,42,0.01,0.1,0.8226744186046512,0.8347826086956521,0.012108190091000948
3483,11,42,0.060000000000000005,0.0,0.8575581395348837,0.8695652173913043,0.012007077856420634
3484,11,42,0.060000000000000005,0.05,0.8357558139534884,0.8434782608695652,0.0077224469160768194
3485,11,42,0.060000000000000005,0.1,0.811046511627907,0.8217391304347826,0.010692618806875664
3486,11,42,0.11,0.0,0.8343023255813954,0.8565217391304348,0.022219413549039446
3487,11,42,0.11,0.05,0.8328488372093024,0.8391304347826087,0.0062815975733063745
3488,11,42,0.11,0.1,0.8357558139534884,0.8434782608695652,0.0077224469160768194
3489,11,42,0.16000000000000003,0.0,0.8270348837209303,0.8434782608695652,0.016443377148634974
3490,11,42,0.16000000000000003,0.05,0.8284883720930233,0.8347826086956521,0.006294236602628844
3491,11,42,0.16000000000000003,0.1,0.8357558139534884,0.8434782608695652,0.0077224469160768194
3492,11,42,0.21000000000000002,0.0,0.8241279069767442,0.8391304347826087,0.01500252780586453
3493,11,42,0.21000000000000002,0.05,0.8357558139534884,0.8391304347826087,0.003374620829120323
3494,11,42,0.21000000000000002,0.1,0.8197674418604651,0.8217391304347826,0.0019716885743175094
3495,11,42,0.26,0.0,0.8226744186046512,0.8434782608695652,0.020803842264914052
3496,11,42,0.26,0.05,0.8343023255813954,0.8521739130434782,0.01787158746208284
3497,11,42,0.26,0.1,0.8299418604651163,0.8391304347826087,0.009188574317492426
3498,11,42,0.31000000000000005,0.0,0.7020348837209303,0.7434782608695653,0.041443377148635
3499,11,42,0.31000000000000005,0.05,0.7296511627906976,0.7782608695652173,0.0486097067745197
3500,11,42,0.31000000000000005,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3501,11,42,0.36000000000000004,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3502,11,42,0.36000000000000004,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3503,11,42,0.36000000000000004,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3504,11,42,0.41000000000000003,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3505,11,42,0.41000000000000003,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3506,11,42,0.41000000000000003,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3507,11,42,0.46,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3508,11,42,0.46,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3509,11,42,0.46,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3510,11,42,0.51,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3511,11,42,0.51,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3512,11,42,0.51,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3513,11,42,0.56,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3514,11,42,0.56,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3515,11,42,0.56,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3516,11,42,0.6100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3517,11,42,0.6100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3518,11,42,0.6100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3519,11,42,0.66,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3520,11,42,0.66,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3521,11,42,0.66,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3522,11,42,0.7100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3523,11,42,0.7100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3524,11,42,0.7100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3525,11,42,0.76,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3526,11,42,0.76,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3527,11,42,0.76,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3528,11,42,0.81,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3529,11,42,0.81,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3530,11,42,0.81,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3531,11,42,0.8600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3532,11,42,0.8600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3533,11,42,0.8600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3534,11,42,0.91,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3535,11,42,0.91,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3536,11,42,0.91,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3537,11,42,0.9600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3538,11,42,0.9600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3539,11,42,0.9600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3540,13,42,0.01,0.0,0.8924418604651163,0.8739130434782608,0.01852881698685549
3541,13,42,0.01,0.05,0.8372093023255814,0.8347826086956521,0.0024266936299293107
3542,13,42,0.01,0.1,0.813953488372093,0.8173913043478261,0.003437815975733116
3543,13,42,0.060000000000000005,0.0,0.8386627906976745,0.8565217391304348,0.01785894843276037
3544,13,42,0.060000000000000005,0.05,0.8357558139534884,0.8434782608695652,0.0077224469160768194
3545,13,42,0.060000000000000005,0.1,0.8226744186046512,0.8347826086956521,0.012108190091000948
3546,13,42,0.11,0.0,0.8415697674418605,0.8565217391304348,0.014951971688574317
3547,13,42,0.11,0.05,0.8241279069767442,0.8347826086956521,0.010654701718907922
3548,13,42,0.11,0.1,0.8197674418604651,0.8217391304347826,0.0019716885743175094
3549,13,42,0.16000000000000003,0.0,0.8299418604651163,0.8347826086956521,0.0048407482305358185
3550,13,42,0.16000000000000003,0.05,0.8313953488372093,0.8521739130434782,0.02077856420626889
3551,13,42,0.16000000000000003,0.1,0.8372093023255814,0.8521739130434782,0.014964610717896787
3552,13,42,0.21000000000000002,0.0,0.8328488372093024,0.8347826086956521,0.0019337714863497668
3553,13,42,0.21000000000000002,0.05,0.8328488372093024,0.8478260869565217,0.014977249747219368
3554,13,42,0.21000000000000002,0.1,0.8372093023255814,0.8521739130434782,0.014964610717896787
3555,13,42,0.26,0.0,0.8430232558139535,0.8608695652173913,0.017846309403437788
3556,13,42,0.26,0.05,0.8125,0.8304347826086956,0.017934782608695632
3557,13,42,0.26,0.1,0.8372093023255814,0.8434782608695652,0.006268958543983794
3558,13,42,0.31000000000000005,0.0,0.7747093023255814,0.7739130434782608,0.0007962588473205967
3559,13,42,0.31000000000000005,0.05,0.811046511627907,0.8173913043478261,0.006344792719919168
3560,13,42,0.31000000000000005,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3561,13,42,0.36000000000000004,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3562,13,42,0.36000000000000004,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3563,13,42,0.36000000000000004,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3564,13,42,0.41000000000000003,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3565,13,42,0.41000000000000003,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3566,13,42,0.41000000000000003,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3567,13,42,0.46,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3568,13,42,0.46,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3569,13,42,0.46,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3570,13,42,0.51,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3571,13,42,0.51,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3572,13,42,0.51,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3573,13,42,0.56,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3574,13,42,0.56,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3575,13,42,0.56,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3576,13,42,0.6100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3577,13,42,0.6100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3578,13,42,0.6100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3579,13,42,0.66,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3580,13,42,0.66,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3581,13,42,0.66,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3582,13,42,0.7100000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3583,13,42,0.7100000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3584,13,42,0.7100000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3585,13,42,0.76,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3586,13,42,0.76,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3587,13,42,0.76,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3588,13,42,0.81,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3589,13,42,0.81,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3590,13,42,0.81,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3591,13,42,0.8600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3592,13,42,0.8600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3593,13,42,0.8600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3594,13,42,0.91,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3595,13,42,0.91,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3596,13,42,0.91,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3597,13,42,0.9600000000000001,0.0,0.5392441860465116,0.5956521739130435,0.056407987866531895
3598,13,42,0.9600000000000001,0.05,0.5392441860465116,0.5956521739130435,0.056407987866531895
3599,13,42,0.9600000000000001,0.1,0.5392441860465116,0.5956521739130435,0.056407987866531895
3600,15,42,0.01,0.0,0.9055232558139535,0.8826086956521739,0.022914560161779618
3601,15,42,0.01,0.05,0.8372093023255814,0.8478260869565217,0.01061678463094029
3602,15,42,0.01,0.1,0.8226744186046512,0.8347826086956521,0.012108190091000948
3603,15,42,0.060000000000000005,0.0,0.8575581395348837,0.8521739130434782,0.005384226491405464
3604,15,42,0.060000000000000005,0.05,0.8357558139534884,0.8391304347826087,0.003374620829120323
3605,15,42,0.060000000000000005,0.1,0.8372093023255814,0.8521739130434782,0.014964610717896787
3606,15,42,0.11,0.0,0.8357558139534884,0.8478260869565217,0.012070273003033316
3607,15,42,0.11,0.05,0.8372093023255814,0.8521739130434782,0.014964610717896787
3608,15,42,0.11,0.1,0.8125,0.8391304347826087,0.026630434782608736
3609,15,42,0.16000000000000003,0.0,0.8372093023255814,0.8347826086956521,0.0024266936299293107
3610,15,42,0.16000000000000003,0.05,0.8357558139534884,0.8434782608695652,0.0077224469160768194
3611,15,42,0.16000000000000003,0.1,0.8343023255813954,0.8565217391304348,0.022219413549039446
3612,15,42,0.21000000000000002,0.0,0.8372093023255814,0.8478260869565217,0.01061678463094029
3613,15,42,0.21000000000000002,0.05,0.813953488372093,0.8304347826086956,0.016481294236602606
3614,15,42,0.21000000000000002,0.1,0.8226744186046512,0.8347826086956521,0.012108190091000948
